layer,source,sentence
Layer_1_Identity,Business_Report_2026,"국가 발명의 명칭 출원번호 출원일 등록번호 등록일 1 KR 안테나의 이득 대 잡음비 계산을 위한 와이팩터 측정 시스 템 및 방법 10 2015 0175227 2015 12 09 10 1742570 2017 05 26 2 KR 지상시스템의 성능검증을 위한 시스템 및 방법 10 2015 0175218 2015 12 09 10 1716863 2017 03 09 3 KR NTP 서버와 NTP 클라이언트 간 시각 동기 상태의 실시간 모니터링 및 분석 장치 10 2016 0081312 2016 06 29 10 1831165 2018 02 14 4 KR 위성영상을 이용한 활용서비스 제공 장치 및 방법 10 2019 0053145 2019 05 07 10 2040702 2019 10 30 5 US 위성영상을 이용한 활용서비스 제공 장치 및 방법 16 835,229 2020 03 30 10,769,768 2020 09 08 6 JP 위성영상을 이용한 활용서비스 제공 장치 및 방법 2021 527168 2021 05 17 7 CA 위성영상을 이용한 활용서비스 제공 장치 및 방법 3,115,188 2019 05 08 3,115,188 2021 11 09 8 CN 위성영상을 이용한 활용서비스 제공 장치 및 방법 201980081912.7 2021 06 10 2019800819127 2023 07 04 9 KR 위성운용 서비스 관리 시스템, 위성운용 서비스 관리 장치 및 위성운용 서비스 관리 방법 10 2019 0053137 2019 05 07 10 2011698 2019 08 12 전자공시시스템 dart.fss.or.kr Page 23 10 US 위성운용 서비스 관리 시스템, 위성운용 서비스 관리 장치 및 위성운용 서비스 관리 방법 16 834,050 2020 03 30 10,892,818 2021 01 12 11 CA 위성운용 서비스 관리 시스템, 위성운용 서비스 관리 장치 및 위성운용 서비스 관리 방법 3,115,184 2019 05 08 3,115,184 2021 09 21 12 JP 위성운용 서비스 관리 시스템, 위성운용 서비스 관리 장치 및 위성운용 서비스 관리 방법 2021 527132 2021 05 17 2021 527132 2022 09 13 13 CN 위성운용 서비스 관리 시스템, 위성운용 서비스 관리 장치 및 위성운용 서비스 관리 방법 201980081911.2 2021 06 10 14 KR 발사체 위성 지상국 SI를 활용한 플랫폼 제공 장치 10 2020 0184777 2020 12 28 10 2273539 2021 06 30 15 US 발사체 위성 지상국 SI를 활용한 위성 영상 플랫폼 제공 장치 17 165,642 2021 02 02 11,010,777 2021 05 18 16 CA 발사체 위성 지상국 SI를 활용한 플랫폼 제공 장치 3,132,553 2023 01 17 3,132,553 2021 09 30 17 JP 발사체 위성 지상국 SI를 활용한 플랫폼 제공 장치 2021 166181 2021 10 08 6985781 2021 11 30 18 CN 발사체 위성 지상국 SI를 활용한 플랫폼 제공 장치 202111219024.2 2021 10 20 19 KR 인공지능 기반의 위성영상을 이용한 교육서비스 제공 방 법 및 장치 10 2020 0184775 2020 12 28 10 2244678 2021 04 20 20 US 인공지능 기반의 위성영상을 이용한 교육서비스 제공 방 법 및 장치 17 165,608 2021 02 02 11,120,263 2021 09 14 21 CA 인공지능 기반의 위성영상을 이용한 교육서비스 제공 방 법 및 장치 3,129,009 2021 08 26 3,129,009 2022 08 30 22 JP 인공지능 기반의 위성영상을 이용한 교육서비스 제공 방 법 및 장치 2021 138366 2021 08 26 6985777 2021 11 30 23 CN 인공지능 기반의 위성영상을 이용한 교육서비스 제공 방 법 및 장치 202111219023.8 2021 10 20 24 KR RF FSO 연계 방법 및 이를 수행하는 지상국 시스템 10 2020 0184774 2020 12 28 10 2262762 2021 06 03 25 US RF FSO 연계 방법 및 이를 수행하는 지상국 시스템 17 165,489 2021 02 02 11,115,119 2021 09 07 26 JP RF FSO 연계 방법 및 이를 수행하는 지상국 시스템 2021 138288 2021 08 26 6990950 2021 12 09 27 CA RF FSO 연계 방법 및 이를 수행하는 지상국 시스템 3,129,005 2021 08 26 3,129,005 2022 08 23 28 CN RF FSO 연계 방법 및 이를 수행하는 지상국 시스템 202111219036.5 2021 10 20 2021112190365 2023 01 11 29 KR 위성영상을 활용한 재난재해 대응 시스템 10 2022 0064593 2022 05 26 30 US 위성영상을 활용한 재난재해 대응 시스템 17 929,445 2022 09 02 31 EP 위성영상을 활용한 재난재해 대응 시스템 22193233.8 2022 08 31 4283569 2025 10 01 전자공시시스템 dart.fss.or.kr Page 24 나."
Layer_1_Identity,Business_Report_2026,"시장여건 및 영업의 개황 당사는 우주산업 Upstream Downstream 분야의 우주 지상국 설계, 구축, 운용부터 위성 데이터수신, 처리, 분석 활용, 위성통신단말기 개발 판매, 인공위성 및 부분품 개발이 모두 가 능한 토탈 솔루션을 제공하는 유일의 회사입니다."
Layer_1_Identity,Business_Report_2026,"32 KR 위성정보활용 분석시스템 및 그 동작 방법 10 2022 0072527 2022 06 15 10 2626830 2024 01 15 33 US 위성정보활용 분석시스템 및 그 동작 방법 17 929,462 2022 09 02 34 EP 위성정보활용 분석시스템 및 그 동작 방법 22193648.7 2022 09 02 35 KR 이벤트 위성영상 생성 장치 및 방법 10 2022 0078058 2022 06 27 10 2583739 2023 09 22 36 US 이벤트 위성영상 생성 장치 및 방법 18 058,825 2022 11 25 37 EP 이벤트 위성영상 생성 장치 및 방법 22209042.4 2022 11 23 38 KR 클라우드 기반의 위성정보 수신처리 장치 및 방법 10 2022 0078063 2022 06 27 10 2574492 2023 08 30 39 US 클라우드 기반의 위성정보 수신처리 장치 및 방법 18 058,842 2022 11 25 12489522 2025 12 02 40 EP 클라우드 기반의 위성정보 수신처리 장치 및 방법 22209033.4 2022 11 23 41 KR 지반 침하 위험도 예측에 근거한 안전 영역 및 위험 영역 분석 서비스 제공을 위한 방법 및 시스템 10 2022 0158714 2022 11 23 10 2589541 2023 10 11 42 KR 위성영상을 활용한 해양폐기물 처리장치 10 2022 0158322 2022 11 23 43 PCT 위성영상을 활용한 해양폐기물 처리장치 PCT KR2022 018718 2022 11 24 44 KR 멀티벤더 지상국 통합제어 시스템 10 2022 0163834 2022 11 30 10 2589066 2023 10 10 45 PCT 멀티벤더 지상국 통합제어 시스템 PCT KR2022 019186 2022 11 30 46 EU 위성영상을 활용한 해양폐기물 처리장치 22908822.4 2023 06 28 12545369 2026 02 10 47 US 위성영상을 활용한 해양폐기물 처리장치 18 345,685 2023 06 30 48 EU 멀티벤더 지상국 통합제어 시스템 22908823 2023 06 28 49 US 멀티벤더 지상국 통합제어 시스템 18 345,716 2023 06 30 전자공시시스템 dart.fss.or.kr Page 25 1 Downstream 주요 사업 위성제조, 발사서비스, 위성운용, 지상국, 위성서비스 등에서 향후 가장 큰 시장규모를 형성 하는 부분은 위성데이터 활용, 사용자 서비스를 위한 단말기와 관련된 다운스트림 영역으로 업스트림 대비 큰 증가가 전망됩니다."
Layer_1_Identity,Business_Report_2026,"상기에서 언급된 상용분야 중에서도 당사의 주력제품 이 서비스를 제공하고 있는 지상국, 데이터수신, 서비스 분야의경우에는 다른 분야보다 시장 규모도 크고, 향후 시장 규모의 성장도 가장 주목할 만한 증가를 예상하고 있습니다."
Layer_1_Identity,Business_Report_2026,"또한 지구관측분야에서 가장 큰 시장을 차지하는 데이터와 위성영상활용 서비스 시장의 경 우에는 여전히 국방수요가 가장 큰 시장을 형성하고 있지만, 성장성을 분석했을 때는 금융과 관련한 시장이나 에너지, 국가인프라, 해양 등의 시장규모 성장이 가장 큰 증가를 이어갈 것 으로 예상하고 있습니다."
Layer_1_Identity,Business_Report_2026,"Euroconsult 자료에 근거하면, 2030년까지 전세계 우주시장의 규모는 지속적으로 성장하여 당사가 주력 사업분야인 Downstream에 대한 부문의 시장성장이 Upstream 부문보다 두드 러질 것으로 예상하고 있습니다."
Layer_1_Identity,Business_Report_2026,이러한 예상과 더불어 이전까지 우 주산업이 공공분야의 발주를 통한 연구개발 사업이 주를 이루는 형태에서 민간 산업 분야의 직접적으로 활용하는 분야와 이를 지원하는 사용자단말기 시장의 확대로 이어질 것이라는 예측이 지배적입니다.
Layer_1_Identity,Business_Report_2026,"당사의 사업영역 또한 Downstream에 중점을 두고 있기에,향후에는 우주시장에서 가장 큰 규모인 서비스공급 분야인 위성데이터 활용과 같은 Value Added Service 분야에서의 성 장과 더불어 매출영역을 차지할 것으로 판단하고 있습니다."
Layer_1_Identity,Business_Report_2026,"2 Upstream 주요 사업 가 위성통신 단말기 산업 종속회사의 주요 제품은 위성통신단말기이며, 글로벌 위성 사업자인 UAE 소재의 THURAYA 및 영국 소재의 Inmarsat 기업을 핵심 고객으로 확보하고 있습니다."
Layer_1_Identity,Business_Report_2026,"이를 기반 으로 현재 유럽, 아프리카, 중동 및 아태지역을 아우르는 글로벌 시장 전역에 단말기 공급 및 이동위성통신서비스를 제공하고 있습니다."
Layer_1_Identity,Business_Report_2026,"C, Ku 및 Ka 대역 대비 상대적으로 좁은 주파수 대역의 L 또는 S 대역을 사용하고 있을 뿐 아니라 가 능한 많은 수의 가입자를 대상으로 위성통신 서비스를제공하기 위해 주로 음성 및 1 Mbps 이하 저속의 데이터 서비스를 제공하고 있습니다."
Layer_1_Identity,Business_Report_2026,이동위성통신 서비스에는 사업자 고유의 전자공시시스템 dart.fss.or.kr Page 26 서비스를 제공하기 위해 사업자의 판단에 따라 정지궤도 위성망 또는 저궤도 위성망을 구축 하여 사용하고 있습니다.
Layer_1_Identity,Business_Report_2026,"전자인 형 단말기의 경우 휴대폰 형태의 위성휴대폰 satellite phone 과 물류 및 선박, 차 량의 위치추적 및 현황파악이 가능하며, 오일, 가스, 수자원, 전기 등의 상태파악 및 분배를 위한 SCADA Supervisory Control And Data Acquisition 시스템의 인프라 구축에 활용 가능한 M2M Machine to Machine 이 있습니다."
Layer_1_Identity,Business_Report_2026,"나 인공위성 및 부분품 개발 종속회사는 수년 간 다목적 실용위성사업으로 대표되는 국가우주개발사업에 참여하여, 위성 본체 체계 개발, 위성 탑재체 국산화 개발, 위성시험용 EGSE 국산화 개발, 위성 AIT 센터 구 축 등 다양한 우주기술의 국산화를 위해 많은 노력을 기울여 왔으며, 우주항공분야에서 선진 기술의 국산화와 기술혁신에 끊임없이 도전하여, 국가 우주항공 개발 사업에 기여하고, 전자, 자동차, 조선 등과 같이 우주항공분야가 우리나라를 대표하는 산업분야로 발전하는데 기여 하고 있습니다."
Layer_1_Identity,Business_Report_2026,"국내 우주시장 규모는 과기부의 우주개발진흥 시행계획을 통하여 한국형 위성항법시스템 개 발 추진 및 우주개발 인프라 확충, 민간주도 우주산업 육성정책 등의 주요 계획으로 우주 산업 육성에 많은 노력을 기울이고 있습니다."
Layer_1_Identity,Business_Report_2026,경기변동의 특성 및 계절적 요인 등 당사가 영위하고 있는 사업영역 중 아직까지 다수의 수요기관이 정부 또는 공공기관으로 이 뤄져 있어 연 단위로 예산이 배정되고 집행되기 때문에 경기변동에 대한 영향을 크게 받지 않고 있습니다.
Layer_1_Identity,Business_Report_2026,"이러한 위성 발사 및 운용 현황을 고려했을 때, 향후 당사의 주력 기술제품에 대한 시장경쟁 구도의 경우 유사한 영역에서 사업을 수행하는 기존 업체와 신규 업체 간의 경쟁 구도가 아 닌 새롭게 확대되는 시장에 대해 좀 더 높은 접근성과 수용성을 제공하기 위한 협업이 강화 되는 형태로 전개될 것으로 예상됩니다."
Layer_1_Identity,Business_Report_2026,"또한 당사의 또 다른 주력 기술제품인 지상국 시스템 엔지니어링 솔루션의 경우에는 국내외 를 망라하여 세계최고 수준의 관련 세부 요소기술을 보유하고 있기에, 시장경쟁 상황에 대한 경쟁력은 충분하지만, 현재의 지상부문의 시장상황은 경쟁보다는 협업을 통한 고객의 요구 를 충족하는 것에 무게를 두고 있으며, 시장규모가 지속적으로성장할 것으로 예상되는 2030년도까지는 이러한 추세가 이어질 것으로 판단하고 있습니다."
Layer_1_Identity,Business_Report_2026,신규 사업 1 위성관제 군집 위성관제 운용 솔루션 당사는 2024년 3월에 자체개발 위성을 발사하였으며 위성의 관제 서비스 제공을 위해 군집 위성관제 시스템을 개발 중입니다.
Layer_1_Identity,Business_Report_2026,"종래에는 국가 우주임무를 위한 단일 위성이 발사 운용됨 에 있어 단일 위성 관제 솔루션만 필요했지만 New Space 시대가 도래함에 따라 위성 발사 비용의 감소, 위성의 초소형화가 진행됨에 따라 다수의 초소형 군집위성을 발사하여 운용하 는 트렌드가 확대되었습니다."
Layer_1_Identity,Business_Report_2026,당사는 전 세계적으로 군집위성 자동 관제 개념이 국내에 도입되기 전부터 군집위성 관제 시 스템 개발을 위한 연구를 진행해왔습니다.
Layer_1_Identity,Business_Report_2026,2 레이저 기반 광통신 활용 차세대 지상국 네트워크 솔루션 개발 및 구축사업 현재까지 우주 통신의 경우 RF 주파수를 활용한 장거리 통신 기술을 통해 이뤄져 왔습니다.
Layer_1_Identity,Business_Report_2026,"3 광학 기반 우주상황인식 솔루션 전자공시시스템 dart.fss.or.kr Page 29 현재 우주의 지구 궤도상에는 23,000개 이상의 물체들이 추적 관측되고 있을 정도로많은 우 주물체 Debris, RSO 들이 존재하고 있는 것으로 알려져 있으며, 정지궤도위성의 경우 이러 한 우주물체들과의 충돌 가능성이 4년에 1번 정도 발생할 가능성이 있다는 연구 결과도 있을 정도로 이러한 우주물체들로 인한 우주공간 혼잡이 심화되는 추세입니다."
Layer_1_Identity,Business_Report_2026,당사는 당사가 보유한 글로벌 지상국 내에 우주 상황 관측 및 감시를 위한 망원경 공동 설치 와 더불어 당사가 보유한 글로벌 지상국 네트워크 인프라와 연계하여 실시간 관측 및 대응을 위한 시스템 개발을 본격화되어 우주상황인식 시장에서 국내 시장을 선점하고 해외시장까지 사업영역을 확장해 나갈 계획입니다.
Layer_1_Identity,Business_Report_2026,"기타포괄손익 455,602,292 561,742,507 135,498,534 후속적으로 당기손익으로 재분류되지 않는 기타포괄손 익 순확정급여부채의 재측정요소 292,629,242 29,392,497 147,962,763 기타포괄손익 공정가치측정금융자산평가손익 2,936,737 후속적으로 당기손익으로 재분류되는 기타포괄손익 해외사업환산손익 165,909,787 261,106,135 2,382,391 ."
Layer_1_Identity,Business_Report_2026,"주당손익 기본주당이익 손실 단위 원 497.00 1,525 6,221 희석주당이익 손실 단위 원 497.00 1,525 6,221 연결 자본변동표 제 11 기 2025.01.01 부터 2025.12.31 까지 제 10 기 2024.01.01 부터 2024.12.31 까지 제 9 기 2023.01.01 부터 2023.12.31 까지 단위 원 자본 지배기업의 소유주에게 귀속되는 지분 비지배지분 자본 합계 자본금 자본잉여금 자본조정 기타포괄손익누계액 기타자본항목 이익잉여금 지배기업의 소유주에게 귀속되는 지분 합계 2023.01.01 기초자본 482,710,000 1,555,306,788 835,000,000 2,583,975 1,567,563,201 33,706,283,497 30,933,119,533 9,130,412 30,942,249,945 총포괄손익 당기순이익 손실 64,876,416,845 64,876,416,845 9,976,144 64,886,392,989 순확정급여부채의 재측정요소 142,170,207 142,170,207 5,792,556 147,962,763 자본에 직접 인식된 소유주와의 거래 주식보상비용 2,273,983,174 2,273,983,174 2,273,983,174 해외사업환산손익 2,762,387 2,762,387 379,996 2,382,391 유상증자 1,022,222,000 44,503,209,440 45,525,431,440 45,525,431,440 종속기업 유상증자 70,416,509 70,416,509 78,067,771 148,484,280 보통주 전환 545,605,000 154,648,867,726 155,194,472,726 155,194,472,726 무상증자 5,141,575,000 5,141,575,000 0 0 0 주식매수선택권 행사 102,546,000 2,119,215,636 1,025,654,839 1,196,106,797 1,196,106,797 전환사채의 발행 전환권대가의 변동 기타포괄손익 공정가치측정금융자산평가손익 기타포괄손익 공정가치측정금융자산평가손익 대체 자본잉여금의 결손보전 자기주식의 취득 자기주식의 처분 515,000,000 835,000,000 1,350,000,000 1,350,000,000 종속기업의 취득 지배력의 변동없는 소유지분변동 2023.12.31 기말자본 7,294,658,000 198,200,024,590 0 5,346,362 2,886,308,045 98,724,870,549 109,661,466,448 52,788,663 109,714,255,111 전자공시시스템 dart.fss.or.kr Page 35 2 4."
Layer_1_Identity,Business_Report_2026,"연결 현금흐름표 2024.01.01 기초자본 7,294,658,000 198,200,024,590 0 5,346,362 2,886,308,045 98,724,870,549 109,661,466,448 52,788,663 109,714,255,111 총포괄손익 당기순이익 손실 22,560,446,239 22,560,446,239 3,432,547,528 19,127,898,711 순확정급여부채의 재측정요소 246,625,241 246,625,241 217,232,744 29,392,497 자본에 직접 인식된 소유주와의 거래 주식보상비용 813,841,877 813,841,877 885,934,953 1,699,776,830 해외사업환산손익 252,039,189 252,039,189 9,066,946 261,106,135 유상증자 종속기업 유상증자 보통주 전환 무상증자 주식매수선택권 행사 201,080,000 1,488,303,033 1,021,834,073 667,548,960 667,548,960 전환사채의 발행 6,646,646,640 6,646,646,640 6,646,646,640 전환권대가의 변동 기타포괄손익 공정가치측정금융자산평가손익 기타포괄손익 공정가치측정금융자산평가손익 대체 자본잉여금의 결손보전 150,000,000,000 150,000,000,000 자기주식의 취득 2,352,025,960 2,352,025,960 2,352,025,960 자기주식의 처분 종속기업의 취득 90,721,469,360 8,623,015,383 지배력의 변동없는 소유지분변동 190,982,287 190,982,287 200,047,585 9,065,298 2024.12.31 기말자본 7,495,738,000 49,688,327,623 2,352,025,960 257,385,551 9,133,980,202 28,468,057,971 92,691,463,387 95,519,087,779 188,210,551,166 2025.01.01 기초자본 7,495,738,000 49,688,327,623 2,352,025,960 257,385,551 9,133,980,202 28,468,057,971 92,691,463,387 95,519,087,779 188,210,551,166 총포괄손익 당기순이익 손실 7,352,961,298 7,352,961,298 2,988,877,531 10,341,838,829 순확정급여부채의 재측정요소 756,323 756,323 293,385,565 292,629,242 자본에 직접 인식된 소유주와의 거래 주식보상비용 385,408,280 385,408,280 2,080,354,489 2,465,762,769 해외사업환산손익 155,995,795 155,995,795 9,913,992 165,909,787 유상증자 종속기업 유상증자 보통주 전환 무상증자 주식매수선택권 행사 130,360,000 1,857,875,876 1,555,844,076 432,391,800 432,391,800 전환사채의 발행 전환권대가의 변동 81,146,629 81,146,629 81,146,629 기타포괄손익 공정가치측정금융자산평가손익 2,936,737 2,936,737 2,936,737 기타포괄손익 공정가치측정금융자산평가손익 대체 2,936,737 2,936,737 자본잉여금의 결손보전 자기주식의 취득 2,616,370,670 2,616,370,670 2,616,370,670 자기주식의 처분 종속기업의 취득 지배력의 변동없는 소유지분변동 376,240,712 376,240,712 2025.12.31 기말자본 7,626,098,000 51,546,203,499 4,968,396,630 101,389,756 7,882,397,777 21,118,789,733 83,306,482,135 94,683,505,892 177,989,988,027 연결 현금흐름표 제 11 기 2025.01.01 부터 2025.12.31 까지 제 10 기 2024.01.01 부터 2024.12.31 까지 제 9 기 2023.01.01 부터 2023.12.31 까지 단위 원 제 11 기 제 10 기 제 9 기 ."
Layer_1_Identity,Business_Report_2026,"일반사항 주식회사 컨텍 이하 지배기업 과 종속기업 이하 연결회사와 종속기업을 합하여 연결회사 은 2015년 1월 5일자로 설립된 우주분야 전문기업으로 위성과 연결하고 데이터를 수신할 수 있는 지상국 서비스, 위성영상 데이터 처리 및 분석 서비스 등 지상분야에서 요구되는 모 든 솔루션을 제공합니다."
Layer_1_Identity,Business_Report_2026,"전자공시시스템 dart.fss.or.kr Page 43 기업회계기준서 제1118호 재무제표 표시와 공시 제정 기업회계기준서 제1118호 재무제표 표시와 공시 는 기업회계기준서 제1001호 재무제표 표 시 를 대체하며, 기업 간 재무성과의 비교가능성을 향상시키고 목적적합한 정보를 제공하기 위한 새로운 요구사항을 포함합니다."
Layer_1_Identity,Business_Report_2026,"다만, 조건을 충족하는 현금흐름위험회피나 순투자의 위험회피 의 효과적인 부분과 관련되거나 보고기업의 해외사업장에 대한 순투자의 일부인 화폐성항목 에서 생기는 손익은 기타포괄손익으로 인식합니다."
Layer_1_Identity,Business_Report_2026,당기손익 공정가치 측정 금융자산 기타포괄손익 공정가치 측정 금융자산 상각후원가 측정 금융자산 금융자산은 금융자산의 관리를 위한 사업모형과 금융자산의 계약상 현금흐름 특성에 근거하 여 분류합니다.
Layer_1_Identity,Business_Report_2026,채무 상품에 대한 투자는 해당 자산을 보유하는 사업모형에 따라 그 평가손익을 당기손익 또는 기 타포괄손익으로 인식합니다.
Layer_1_Identity,Business_Report_2026,연결회사는 금융자산을 관리하는 사업모형을 변경하는 경우에 만 채무상품을 재분류합니다.
Layer_1_Identity,Business_Report_2026,채무상품 금융자산의 후속적인 측정은 금융자산의 계약상 현금흐름 특성과 그 금융자산을 관리하는 사업모형에 근거합니다.
Layer_1_Identity,Business_Report_2026,"가 상각후원가 계약상 현금흐름을 수취하기 위해 보유하는 것이 목적인 사업모형 하에서 금융자산을 보유 하고, 계약상 현금흐름이 원리금만으로 구성되어 있는 자산은 상각후원가로 측정합니다."
Layer_1_Identity,Business_Report_2026,"나 기타포괄손익 공정가치 측정 금융자산 계약상 현금흐름의 수취와 금융자산의 매도 둘 다를 통해 목적을 이루는 사업모형 하에서 금 융자산을 보유하고, 계약상 현금흐름이 원리금만으로 구성되어 있는 금융자산은 기타포괄손 익 공정가치로 측정합니다."
Layer_1_Identity,Business_Report_2026,"법적으로 집행가능한 상계권리는 미래 사건에 좌우되지 않으며, 정상적인 사업과정의 경우와 채무불이행의 경우 및 지급불능이나 파산의 경우에도 집행가능한 것을 의미합니다."
Layer_1_Identity,Business_Report_2026,2.14 매입채무와 기타채무 매입채무와 기타채무는 연결회사가 보고기간말 전에 제공받은 재화나 용역에 대하여 지급하 지 않은 부채입니다.
Layer_1_Identity,Business_Report_2026,차입한도를 제공받기 위해 지급한 수수료는 차입한 도의 일부나 전부로써 차입을 실행할 가능성이 높은 probable 범위까지는 차입금의 거래원 가로 인식합니다.
Layer_1_Identity,Business_Report_2026,차입한도약정의 일부 나 전부로써 차입을 실행할 가능성이 높다 는 증거가 없는 범위의 관련 수수료는 유동성을 제공하는 서비스에 대한 선급금으로서 자산으로 인식 후 관련된 차입한도기간에 걸쳐 상각 합니다.
Layer_1_Identity,Business_Report_2026,"전자공시시스템 dart.fss.or.kr Page 53 1 수행의무의 식별 연결회사는 1 지상국 데이터서비스 위성 및 발사체 운영기관, 기업을 대상으로 지상국을 이 용하여 위성데이터를 수신하여 전달하는 서비스 , 2 지상국 엔지니어링서비스 고객의 지상 국 및 위성운영을 위한 하드웨어 및 소프트웨어 개발 및 설치, 유지보수를 제공하는 서비스 및 3 위성영상서비스 위성영상 데이터의 왜곡을 보정하는 전처리 시스템 개발 및 서비스 제 공, 위성영상을 활용한 고객맞춤화 서비스 제공 등 사업을 영위하고 있습니다."
Layer_1_Identity,Business_Report_2026,"2 한 시점에 이행하는 수행의무 재화의 판매 및 용역의 제공에 따른 수익은 자산을 이전하여 수행의무를 이행할 때 인식하고 있으며,한 시점에 이행하는 수행의무는 고객에게 재화나 용역에 대한 통제를 이전하는 시점 에 이행되고 있습니다."
Layer_1_Identity,Business_Report_2026,"고객은 기업이 수행하는 대로 기업의 수행에서 제공하는 효익을 동시에 얻고 소비한다 기업이 수행하여 만들어지거나 가치가 높아지는 대로 고객이 통제하는 자산을 회사가 만 들거나 그 자산 가치를 높인다 기업이 수행하여 만든 자산이 기업 자체에는 대체 용도가 없고 지금까지 수행을 완료한 부분에 대해 집행 가능한 지급청구권이 기업에 있다 또한 연결회사가 수행한 서비스가 연결회사 자체에는 대체용도가 없고, 지금까지 의무수행 을 완료한 부분에 대해 집행 가능한 지급청구권이 기업에 있는 경우 산출법 기준으로 이전된 재화나 용역이 고객에게 주는 가치를 직접 측정한 것에 기초하여 수익을 인식하고 있습니다."
Layer_1_Identity,Business_Report_2026,"2 리스제공자 연결회사가 리스를 제공하는 경우, 리스제공자로서 연결회사는 리스약정일에 리스가 금융리 스인지 운용리스인지 판단합니다."
Layer_1_Identity,Business_Report_2026,부문별정보 1 연결회사의 보고부문 및 주요 내용 연결회사는 전기중 발생한 사업결합이전까지 단일의 보고부문이였으나 사업결합 이후 수익 을 창출하는 용역 및 재화의 성격에 따라 주요 영업부문을 지상국 및 위성사업으로 구분하고 있습니다.
Layer_1_Identity,Business_Report_2026,연결회사는 각 사업부문에 배분될 자원에 대한 의사결정 및 성과평가를 위하여 최 고경영진이 주기적으로 검토하는 내부자료에 기초하여 사업부문을 구분하였습니다.
Layer_1_Identity,Business_Report_2026,2 사업부문별 정보 당기 연결회사의 매출은 전액 고객과의 계약에서 생기는 수익입니다.
Layer_1_Identity,Business_Report_2026,"단위 천원 구분 지상국 위성사업 연결조정 조정후금액 총매출액 47,854,952 47,812,373 8,769,160 86,898,165 내부매출액 8,769,160 8,769,160 순매출액 39,085,792 47,812,373 86,898,165 감가상각비,무형자산상각비 및 사용권자산상각비 3,188,082 754,637 4,400,929 8,343,648 영업이익 9,290,461 4,301,222 2,578,380 16,170,063 단위 천원 구분 지상국 위성사업 연결조정 조정후금액 총매출액 32,051,849 39,447,403 2,516,170 68,983,082 내부매출액 2,516,170 2,516,170 순매출액 29,535,679 39,447,403 68,983,082 감가상각비,무형자산상각비 및 사용권자산상각비 2,464,960 323,072 2,159,295 4,947,327 영업이익 14,601,225 4,922,585 2,507,280 12,185,920 전자공시시스템 dart.fss.or.kr Page 59 3 연결회사의 당기 및 전기의 지역별 매출내역은 다음과 같습니다."
Layer_1_Identity,Business_Report_2026,"단위 천원 계정과목 종류 금융기관 당기말 전기말 사용제한내용 담보제공처 단기금융상품 정기예금 기업은행 5,000,000 정기예금 KDB산업은행 25,869,800 정기예금 KEB하나은행 15,086,094 88,200 지급보증 Thuraya 정기예금 우리은행 8,000,000 소계 53,955,894 88,200 장기금융상품 정기예금 신한은행 15,000 15,000 지급보증 서울보증보험 정기예금 기업은행 484,340 484,340 지급보증 서울보증보험 정기예금 농협은행 100,000 선금보증 서울보증보험 정기예금 농협은행 330,000 계약보증 서울보증보험 정기예금 농협은행 700,000 선금보증 서울보증보험 소계 1,629,340 499,340 합계 55,585,234 587,540 전자공시시스템 dart.fss.or.kr Page 61 7."
Layer_1_Identity,Business_Report_2026,"단위 천원 구 분 당기말 전기말 취득원가 평가손실충당금 장부금액 취득원가 평가손실충당금 장부금액 상품 848,274 848,274 816,290 3,546 812,744 제품 20,197 20,197 54,922 5,525 49,397 재공품 4,693,652 4,693,652 3,967,857 3,967,857 원재료 17,076,225 923,229 16,152,996 16,870,127 389,692 16,480,435 합 계 22,638,348 1,791,700 20,846,648 21,709,196 398,763 21,310,433 단위 천원 구 분 당 기 전 기 기초금액 398,763 설 정 1,400,871 331,974 환 입 7,934 사업결합으로 인한 증감 66,789 기말금액 1,791,700 398,763 전자공시시스템 dart.fss.or.kr Page 62 8."
Layer_1_Identity,Business_Report_2026,"매출채권및기타채권 1 매출채권및기타채권의 내역 단위 천원 구 분 당기말 전기말 유동 매출채권 9,624,594 11,956,518 대손충당금 매출채권 1,271,843 1,102,916 단기대여금 874,200 850,700 임차보증금 520,000 73,218 현재가치할인차금 임차보증금 3,152 57 기타보증금 64,299 60,650 현재가치할인차금 기타보증금 1,137 573 미수수익 1,247,570 1,886,549 미수금 3,961,905 6,059,603 대손충당금 미수금 3,568,249 3,568,249 소계 11,448,187 16,215,443 비유동 장기대여금 359,300 149,300 임차보증금 1,106,098 1,262,244 현재가치할인차금 임차보증금 41,786 63,726 기타보증금 134,613 184,563 현재가치할인차금 기타보증금 9,566 15,517 소계 1,548,659 1,516,864 합계 12,996,846 17,732,307 전자공시시스템 dart.fss.or.kr Page 63 2 매출채권및기타채권의 대손충당금의 증감내역 3 당기말 및 전기말 현재 채권발생일을 기준으로 한 매출채권 연령내역 단위 천원 구 분 당기 전기 기초 4,671,165 3,595,507 대손상각비 168,927 96,707 사업결합으로 인한 증감 978,951 합계 4,840,092 4,671,165 단위 천원 구 분 당기말 전기말 6월 이하 8,405,210 10,808,441 6월 초과 1년 이하 188,915 1년 초과 3년 이하 203,299 126,252 3년 초과 1,016,085 832,910 합 계 9,624,594 11,956,518 전자공시시스템 dart.fss.or.kr Page 64 9."
